sample_id	source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DQB1	CD4	0.7110156	0.0	0.4412392	0.3694142641044178	1.8774740899229068	0.84313315	0.84690386	0.006710247402059842	0.5502793794479657
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	PKM	CD44	0.6539095	0.007	0.3485297	0.12639336061052203	0.5127135633161354	0.37406582	0.83098006	0.6103515624999999	0.5502793794479657
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	CD55	ADGRE5	0.29383034	0.001	0.084967144	0.1576699447355027	0.8145723499344477	0.5851036	0.70824176	0.1205632716049383	0.5727484193350628
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	VIM	CD44	0.700407	1.0	0.44879815	-0.24335825985957305	-0.6600755599894231	0.12395006	0.8480018	1.0	0.5839608472734872
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	LTB	CD40	0.6877974	0.881	0.30131373	0.026551736524006775	0.11555951387227603	0.38449407	0.82050955	1.0	0.5839608472734872
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	VIM	CD44	1.0606363	0.144	0.8061639	0.03024778892572856	0.07552903280199896	0.22264813	0.8820378	1.0	0.5887989429365158
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	0.75179815	0.025	0.46964568	0.09373812832598989	0.35044494070194776	0.28543457	0.850905	1.0	0.6189893964512956
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.5988814	0.803	0.3480796	-0.04162489563111905	0.06804739028354523	0.21252841	0.8308893	1.0	0.6189893964512956
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-E	KLRK1	1.3590784	0.002	0.6730583	0.16043845621753222	0.682391734716702	0.49423385	0.8723216	0.15057391531820588	0.6308930747121423
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DMB	CD4	0.5851524	0.0	0.32609117	0.31999560772042446	1.6999052912185348	0.8223304	0.82625514	0.006710247402059842	0.6553916349016286
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	HMGB1	CXCR4	0.7602679	0.003	0.48761702	0.11254636195622521	0.38692078521401463	0.30815187	0.85327137	1.0	0.6553916349016286
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	SELPLG	SELL	0.6750611	0.13	0.27009204	0.08981837757896845	0.4021258956575667	0.42040762	0.81231284	0.5021377409618419	0.6553916349016286
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	LGALS1	ITGB1	0.33927125	0.012	0.11162848	0.12601395836354573	0.7610133748492991	0.48582575	0.73561794	0.25	0.660471733190521
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DRB5	CD4	0.7827342	0.0	0.5068522	0.3794692383034439	1.964676385116631	0.8275105	0.8556768	0.006710247402059842	0.6931935942022991
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.56167984	0.215	0.31312758	0.040724337281704034	0.03438237333397176	0.28793806	0.8233241	1.0	0.732421875
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-A	CD8A	0.9534749	0.999	0.54034543	-0.05664385825248486	0.10908879005968508	0.3618858	0.85958314	1.0	0.732421875
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	CLEC2D	KLRB1	0.3443033	0.001	0.11220193	0.14895811238021958	1.169238679425506	0.55605596	0.73611593	0.12500753716020083	0.7460556174471
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-E	KLRK1	1.2234933	0.539	0.5983376	0.052277424901322415	0.4106284604183189	0.43936566	0.86562353	1.0	0.7626696866695585
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.53927904	0.975	0.26442918	-0.08931651849929284	-0.35044494070194776	0.16071099	0.8106922	1.0	0.7731028906301309
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-A	CD8B	0.95347524	1.0	0.5403467	-0.07972365624316832	0.009010604158882995	0.3227376	0.85958326	1.0	0.7731028906301309
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	SELPLG	SELL	0.6566214	0.219	0.261085	0.07514394737563505	0.23639487412692312	0.40638784	0.80971366	0.6339373287107739	0.7731028906301309
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	HLA-A	APLP2	1.3681264	0.0	0.57602	0.2602715880331564	0.7303275878336493	0.5055809	0.86339736	0.06994057782938325	0.8082503866149597
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-C	CD8A	0.9701843	0.996	0.5519154	-0.0385390554975365	0.2267245912911411	0.3750895	0.86085683	1.0	0.8152630544280919
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	PKM	CD44	0.6067151	0.036	0.26026672	0.06898085006247216	0.07183296387128879	0.27933598	0.80947167	1.0	0.8152630544280919
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.5240098	0.506	0.26715317	-0.001963190668421662	-0.07179401861267298	0.24566203	0.81147736	1.0	0.8152630544280919
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	ADAM10	CD44	0.36178595	0.986	0.11286885	-0.07606648071248301	-0.35594181703484096	0.20552139	0.7366911	1.0	0.8295263732802913
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	VIM	CD44	0.91994417	0.906	0.8460676	-0.0417269521266518	-0.07552903280199896	0.2336688	0.88452816	1.0	0.854570660644276
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-C	CD8B	0.9701847	0.998	0.5519167	-0.061618853488219966	0.126646405390339	0.33451298	0.86085695	1.0	0.854570660644276
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.52325475	0.494	0.27369308	0.0018705873350053706	0.07179401861267298	0.25167587	0.81332034	1.0	0.8589290127600427
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.5089072	0.993	0.24153969	-0.10280324755772421	-0.38692078521401463	0.15264215	0.80364674	1.0	0.9041267210046708
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-DRB1	CD4	0.35496262	1.0	0.11549821	-0.22080784638698034	-0.8789561966388263	0.084588885	0.73891854	1.0	0.9109105235703883
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	0.8813275	0.0	0.74448556	0.22004075430666353	1.0710862484564623	0.45247284	0.8778337	0.0791015625	0.94921875
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.48558468	0.782	0.23350857	-0.040816940615120326	-0.03438237333397176	0.21472397	0.8009651	1.0	0.9508828175618722
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-DRA	CD4	0.36320746	1.0	0.12304112	-0.30692636542947316	-1.4384871729600932	0.063861184	0.7449746	1.0	0.990234375
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.85095567	0.0	0.68004155	0.20655402524823216	1.0346104039443955	0.42975545	0.8728953	0.188479764125572	0.9974407877109718
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	CD48	CD2	0.81511986	0.265	0.654577	0.07414734077853656	0.562295602066239	0.36559933	0.870763	0.7351798665422329	0.999223715767046
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	ADAM10	CD44	0.58132315	0.0	0.21277869	0.12556482702043822	0.2286047101525832	0.38744587	0.79345095	0.5671583652072947	0.999223715767046
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	GNAI2	S1PR4	0.3914669	0.327	0.13310842	0.040240476185117724	0.2626298897517596	0.32826617	0.75237316	0.8082344342300728	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.36352906	0.0	0.123335354	0.24194221079528985	1.2105430639809143	0.84313315	0.7452014	0.015625	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.46935207	1.0	0.2195799	-0.1679275216117927	-0.6525939174709694	0.13406983	0.7960173	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	B_cell	PKM	CD44	0.43437234	0.972	0.18487823	-0.0752379471223992	-0.07183296387128879	0.19842392	0.78169584	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	IL16	CD4	0.42908785	0.021	0.18331291	0.10171880948126727	0.6469738007137111	0.3998345	0.7809695	0.30112967333569834	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.40974972	1.0	0.16681051	-0.2156191444799665	-1.0710862484564623	0.10138171	0.77279425	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	GNAI2	S1PR4	0.429892	0.099	0.15228707	0.07909422613181638	0.22521824447305835	0.3755637	0.764698	0.6559661225326137	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	T_cell	BTLA	CD247	0.40224493	0.0	0.15993336	0.26417934592547	1.047742058184763	0.78538895	0.7690769	0.007001955126015984	1.0
raw_all__GSM5837531_AB8327.txt.gz	B_cell	B_cell	PKM	CD44	0.3871779	0.993	0.13805896	-0.13265045767044908	-0.5127135633161354	0.14817429	0.7557592	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.42587507	1.0	0.18037365	-0.22498435357911842	-0.7682351585128654	0.117107436	0.7795839	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	LCK	CD8A_CD8B	0.42055285	0.0	0.17133807	0.27247411778743513	1.1191947627681098	0.8474456	0.77513677	0.006710247402059842	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	IL16	CD4	0.45086926	0.004	0.20324002	0.12694140229281403	0.670576814598578	0.4432987	0.78966737	0.20567561869797046	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.41821945	1.0	0.17319363	-0.19681091084973118	-1.0346104039443955	0.10945053	0.7760741	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-F	CD8B	0.47508496	0.0	0.20909753	0.2056184037678763	0.8558907201958164	0.600907	0.7920172	0.047176019504302974	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-F	CD8A	0.47508454	0.0	0.20909704	0.22869820175855976	0.9559689060966186	0.67379725	0.79201704	0.026054895605662192	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	HLA-DPA1	CD4	0.37031248	1.0	0.12954128	-0.2479212057364598	-0.8270113061272165	0.09184922	0.749834	1.0	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.8184186	0.0	0.6561945	0.1600064121018022	0.6525939174709694	0.4006554	0.8709018	0.2735138721099989	1.0
raw_all__GSM5837531_AB8327.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.39965886	0.0	0.13556907	0.18754996435177018	0.740048288087461	0.61052364	0.7540756	0.06159934270627008	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.7828197	0.0	6.8856435	0.5031129847158429	2.0039342622920593	0.5330244	0.9577385	0.009725921154954003	0.003697438841787186
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.4422483	0.0	5.621239	0.16309986979297655	1.2545631138063664	0.4351456	0.9534365	0.11101857635675542	0.014585758745632324
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-B	CD8A	2.068542	0.0	1.586643	0.3117300433802882	1.2164548343825374	0.5505483	0.91581446	0.0036220244202705347	0.05671106201039796
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	B2M	KLRD1	2.2706177	0.0	1.1499825	0.3338619083777641	1.082866565247668	0.5499055	0.90254724	0.006938661022297214	0.08733606472302265
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-B	CD8A	1.7279705	0.954	1.2952892	-0.028283071542578087	0.46708368589684446	0.44945163	0.9076562	1.0	0.1661807720932254
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	CD55	ADGRE5	0.2630105	0.003	0.06870888	0.12366019391712257	0.48665255770327465	0.5050682	0.6936081	0.13494377342773842	0.17995052720497487
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-B	KLRD1	1.9892646	0.0	0.9985089	0.2798605562384858	1.0099014872202683	0.5505483	0.89615685	0.006938661022297214	0.21378846426454107
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	B2M	KLRD1	1.8829173	1.0	0.9412541	-0.1161356118195955	0.1875652607071756	0.4500945	0.89337695	1.0	0.26644510858024417
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-A	CD8A	1.3951619	0.0	1.0105764	0.287798155423311	1.2882102682116754	0.59780234	0.8967145	0.002486168767888521	0.26644510858024417
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-C	CD8A	1.2522099	0.0	0.88828313	0.24701986990195765	1.2263409584769254	0.57776314	0.89058673	0.002842075554732938	0.3238446770133322
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	BTLA	CD247	0.26586378	0.0	0.07024236	0.18637603829345864	0.8984965962206554	0.70629925	0.69594854	0.02665556018325697	0.3525571758817545
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	VIM	CD44	1.1694002	0.0	1.0825877	0.20654224086616374	0.8540861656487929	0.39139113	0.89985883	0.1941721839140675	0.3856811276844935
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-B	KLRD1	1.6486931	1.0	0.8151536	-0.060152558684380464	0.2605303387345752	0.44945163	0.88633007	1.0	0.3856811276844935
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	HMGB1	CXCR4	0.63362503	0.11	0.38752306	0.05360523220908886	0.23194943091742737	0.29042527	0.84316796	0.6407999165972948	0.4481805680318931
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	VIM	CD44	0.63468236	1.0	0.37549353	-0.21412177264106852	-0.8540861656487929	0.13575327	0.84107167	1.0	0.4481805680318931
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-E	CD8A	1.1548244	0.006	0.8049713	0.1573517630486138	0.9309238946430672	0.5091051	0.8856954	0.08248511291349822	0.4516485558969531
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	0.65133137	0.094	0.41414514	0.059623308956514014	0.458307365618874	0.2967975	0.847511	0.5620315428060745	0.5019081520342619
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.6296694	0.115	0.39644808	0.05892024775350618	0.12154363395300383	0.3054446	0.84466755	1.0	0.5019081520342619
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	LY86	CD180	0.28100696	0.0	0.078960076	0.26068691456660525	1.0204832303257259	0.9563843	0.70818263	0.004552455496729203	0.5179729582704097
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	PKM	CD44	0.6075455	0.012	0.36832276	0.10368866721734254	0.48879449258207386	0.36192912	0.8397787	0.27104144618348475	0.5597668389189728
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	BTLA	CD79A	1.012996	0.0	0.4361267	0.40344063676082487	1.9685621309134087	0.7468542	0.85082287	0.0010546764753891762	0.5597668389189728
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	VIM	CD44	1.0862696	0.001	0.7994165	0.1213438094165724	0.3993792686749461	0.2890154	0.8853444	0.7275713420116319	0.59475223350803
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-E	CD8A	1.1211677	0.047	0.7761784	0.13266635337639507	0.7526146256363148	0.49089497	0.88383865	0.2198856546527421	0.59475223350803
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	LGALS1	PTPRC	0.6755805	0.0	0.31208092	0.1589401081929112	0.7790284398297492	0.4706699	0.8283153	0.045473208875727006	0.6219092883485486
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.67974854	0.023	0.4568713	0.09943449780725876	0.4730456712524814	0.3423976	0.85374784	0.36874889523506515	0.6219092883485486
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.5932634	0.331	0.35016635	0.025347982503303175	0.333163263020843	0.2697867	0.83634865	1.0	0.6219092883485486
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-F	CD8A	0.3094957	0.031	0.08180528	0.09144539057737358	0.5110210911637556	0.35536793	0.711827	0.3170801559325292	0.6763508275152774
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	0.68773746	0.031	0.46888298	0.09319557420671702	0.24668773655103482	0.33602545	0.8553606	0.5620315428060745	0.6884886604560015
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.5465388	0.669	0.2927496	-0.026278183696085162	-0.333163263020843	0.2255498	0.8237207	1.0	0.6884886604560015
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-A	CD8A	1.0086362	0.965	0.67990947	-0.0034729491651611655	0.3953282520677067	0.40219766	0.87686616	1.0	0.7507075868417583
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	VIM	CD44	0.717813	1.0	0.50850177	-0.1289233411914772	-0.3993792686749461	0.18384013	0.86030644	1.0	0.7596579524980094
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.5299493	0.897	0.27205566	-0.056324350577515225	-0.458307365618874	0.19496895	0.8183348	1.0	0.7596579524980094
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	LGALS1	ITGB1	0.3087022	0.001	0.095127344	0.16157397849271088	0.9909719327353629	0.6082613	0.7270509	0.04535366057657631	0.82784386595581
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HLA-C	CD8A	0.97270274	0.774	0.6491689	0.03880178720101224	0.4571975618024565	0.42223686	0.8743466	1.0	0.8327398143642153
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	CD48	CD2	0.8065182	0.058	0.6317527	0.09152645093425567	0.6820878167897869	0.3729465	0.8728451	0.2606936901957475	0.8355701617312484
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	PKM	CD44	0.52441484	0.359	0.271981	0.018490235767751197	0.03408759560822705	0.26725975	0.81831443	1.0	0.8355701617312484
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.5219604	0.87	0.26508623	-0.05008542697697349	-0.23194943091742737	0.19866621	0.81639785	1.0	0.9163782854123965
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	CD48	CD2	0.9042173	0.0	0.7626112	0.17321656769473584	0.9761983617261211	0.450197	0.88293034	0.045473208875727006	0.9170668836624805
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HLA-F	CD8A	0.38733256	0.0	0.14839356	0.19623975691060055	1.1725174291156264	0.6446321	0.7688869	0.006938661022297214	0.97260496044914
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.45623454	0.3	0.20208451	0.024915650066041496	0.20394611288554998	0.279853	0.79518145	0.9272382515892569	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.5101327	0.89	0.25857374	-0.059850448946288166	-0.12154363395300383	0.1992189	0.81452626	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	LGALS1	PTPRC	0.46793485	0.899	0.1892896	-0.014848648267567433	0.13990653060853686	0.28548017	0.78980356	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.41297457	0.703	0.15954052	-0.02553312879132001	-0.20394611288554998	0.22093672	0.77525955	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	B_cell	T_cell	PKM	CD44	0.48856735	0.685	0.2170702	-0.02229532447297479	-0.03408759560822705	0.21330214	0.80094534	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	PKM	CD44	0.40543664	0.988	0.1602914	-0.10749375592256613	-0.48879449258207386	0.15750894	0.7756684	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.42108682	0.621	0.1645386	-0.01744377398912047	0.007968091630367269	0.22785825	0.77793545	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.47583687	0.977	0.22484894	-0.09591469257514339	-0.4730456712524814	0.16851078	0.8037371	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.4481223	0.379	0.1959459	0.016826295263841953	-0.007968091630367269	0.27135205	0.792658	1.0	1.0
raw_all__GSM5837535_AB8334.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.4935432	0.969	0.24029563	-0.08989661582771824	-0.24668773655103482	0.17220809	0.8089247	1.0	1.0
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.6611314	0.0	6.12193	0.430314064444064	1.9196269191496869	0.5418208	0.9476334	0.002968293069158651	0.0008428454839123425
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.380116	0.001	5.176879	0.1336793541726708	1.3571451508310257	0.45817918	0.9433134	0.01388261012368264	0.003349418535211244
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DRA	CD4	1.8939098	0.0	1.798249	0.6308740563926793	2.5846005273004042	0.8373122	0.9074733	0.00024245399360639844	0.0074867740532395186
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	HLA-A	APLP2	1.5622988	0.0	1.4146628	0.26446392849270456	0.9469335890934065	0.45483446	0.8968964	0.01388261012368264	0.013221966937339968
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DPA1	CD4	1.3633608	0.0	1.2077402	0.533353819922554	1.9187778083037395	0.8083163	0.88935167	0.00035539481916627554	0.02052205053830889
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-DPB1	CD4	1.2989447	0.0	1.1360441	0.5417124164363485	2.0999479160214665	0.8549639	0.8863045	0.00024245399360639844	0.03968511665578157
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	CD48	CD2	1.1380342	0.0	1.1854703	0.25597798304781977	1.19060786080049	0.56195295	0.8884326	0.002329115486888103	0.051482210121319795
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	HLA-A	APLP2	1.2542607	0.8	1.0762364	-0.0005205151961199805	0.23400684322200282	0.3460255	0.883551	1.0	0.051482210121319795
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	VIM	CD44	1.0919375	0.001	1.0136768	0.1426315288441319	0.30450694623248775	0.34869394	0.88043463	0.17342133465841109	0.07934277741449969
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	ADAM10	TSPAN14	0.1966423	0.208	0.038412638	0.06107355427869913	0.06629745821480906	0.39026642	0.5890589	0.5962535646433542	0.08653305068150893
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	VIM	CD44	1.0705243	0.021	0.9488114	0.1218142056032632	0.35142414421997137	0.32638094	0.87691	0.1886583544379364	0.09534037172263768
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	0.98363006	0.014	0.95479876	0.13177992235025227	0.5342926311369885	0.35727623	0.877249	0.12150241631604819	0.15120702089226762
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	ADAM10	TSPAN14	0.19667993	0.173	0.03842624	0.06113540413457933	0.11430591775917823	0.3904046	0.58910173	0.4605916856394931	0.1713859012453027
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	BTLA	CD79A	1.0381066	0.0	0.55094725	0.4905119667740136	1.9179977403779578	0.77255505	0.8444479	0.0010150431430207996	0.17234406855003734
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	SELPLG	SELL	0.96401364	0.002	0.54029137	0.2054117954213412	1.0518431313152887	0.49328795	0.84316087	0.007186815291962499	0.21819264008312167
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	HLA-E	KLRK1	1.128351	0.094	0.5112055	0.10018840978788793	0.4834085772532598	0.40813583	0.83946717	0.06925740269949111	0.24283834405481464
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	CD48	CD2	0.9278841	0.201	0.8463311	0.08502336471494937	0.8782262582612828	0.4011895	0.87060726	0.15153374600399896	0.24283834405481464
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	ICAM3	ITGAL	0.24194194	0.22	0.05625481	0.04557574987926839	0.10307769432161079	0.32954845	0.6343278	0.49207401584000043	0.25457502424170997
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.8907586	0.233	0.79305273	0.052290382404497224	0.2032588831647083	0.29675245	0.86690056	0.4021824049515881	0.32326556588131006
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	ICAM2	ITGAL_ITGB2	0.25869012	0.027	0.065958805	0.1033542485417438	0.37452211118582124	0.48483676	0.6525797	0.11058806372204229	0.3361168922210592
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	LTB	CD40	0.93037313	0.134	0.479186	0.1651835909831583	0.6548482464807942	0.5012856	0.8350608	0.11498904467139999	0.3521282024369895
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	0.7785486	0.767	0.50507414	-0.06723049166292491	-0.2032588831647083	0.18899372	0.83865243	1.0	0.3521282024369895
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	LTB	CD40	0.92639285	0.054	0.47672814	0.16220488343713507	0.4551590633385042	0.4987144	0.8347063	0.059692682458878314	0.38196271834015016
raw_all__GSM5837542_AB8452.txt.gz	T_cell	B_cell	HMGB1	CXCR4	0.7719828	0.107	0.49067584	0.07867334651613764	0.2890395727498012	0.3161431	0.8366861	0.2598510446133248	0.38196271834015016
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	LGALS9	PTPRC	0.6913784	0.344	0.2935565	0.08442810735485635	0.40895275326886793	0.40709987	0.79849553	0.3634221658750422	0.408730579298765
raw_all__GSM5837542_AB8452.txt.gz	B_cell	B_cell	VCAN	SELL	0.94284356	0.007	0.47306627	0.15902498775893859	0.744473585507581	0.35912082	0.8341737	0.11058806372204229	0.4127362164824357
raw_all__GSM5837542_AB8452.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.7700362	0.038	0.5828012	0.09617463504864514	0.3453171581571066	0.33782306	0.8481038	0.15912646654449558	0.4127362164824357
raw_all__GSM5837542_AB8452.txt.gz	B_cell	T_cell	ARF6	SMAP1	0.27895227	0.846	0.07498938	-0.03812781014951608	-0.09435431044755943	0.24249543	0.6669797	1.0	0.41602796255792285
